complaint_id,precinct,borough,offense_level,offense_type,occurred_at,source
317472089,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-11T10:50:00,SOCRATA_qgea-i56i
317472090,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-13T05:28:00,SOCRATA_qgea-i56i
317475562,109,QUEENS,FELONY,GRAND LARCENY,2025-12-13T17:50:00,SOCRATA_qgea-i56i
317476908,109,QUEENS,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-12-13T19:00:00,SOCRATA_qgea-i56i
317479210,109,QUEENS,FELONY,FELONY ASSAULT,2025-12-13T12:40:00,SOCRATA_qgea-i56i
317480839,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-10-30T10:00:00,SOCRATA_qgea-i56i
317481075,109,QUEENS,FELONY,FELONY ASSAULT,2025-12-13T10:40:00,SOCRATA_qgea-i56i
317481076,109,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-12-12T13:40:00,SOCRATA_qgea-i56i
317481426,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-12T09:00:00,SOCRATA_qgea-i56i
317481427,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-13T17:40:00,SOCRATA_qgea-i56i
317481428,109,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-12-11T09:45:00,SOCRATA_qgea-i56i
317483147,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-13T17:40:00,SOCRATA_qgea-i56i
317486735,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-12T18:30:00,SOCRATA_qgea-i56i
317486736,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-13T04:29:00,SOCRATA_qgea-i56i
317487015,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-12T17:00:00,SOCRATA_qgea-i56i
317487017,109,QUEENS,MISDEMEANOR,JOSTLING,2025-12-14T04:16:00,SOCRATA_qgea-i56i
317487293,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-12T16:00:00,SOCRATA_qgea-i56i
317487294,109,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-12-13T04:00:00,SOCRATA_qgea-i56i
317489190,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-13T12:25:00,SOCRATA_qgea-i56i
317489505,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-13T10:58:00,SOCRATA_qgea-i56i
317492396,109,QUEENS,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2025-12-14T06:40:00,SOCRATA_qgea-i56i
317493219,109,QUEENS,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-12-14T06:55:00,SOCRATA_qgea-i56i
317494988,109,QUEENS,MISDEMEANOR,OFFENSES INVOLVING FRAUD,2025-12-14T09:48:00,SOCRATA_qgea-i56i
317496001,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-14T07:20:00,SOCRATA_qgea-i56i
317496968,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-14T11:08:00,SOCRATA_qgea-i56i
317496969,109,QUEENS,MISDEMEANOR,SEX CRIMES,2025-12-14T07:20:00,SOCRATA_qgea-i56i
317498018,109,QUEENS,MISDEMEANOR,SEX CRIMES,2025-12-14T07:20:00,SOCRATA_qgea-i56i
317498019,109,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,2025-12-13T14:00:00,SOCRATA_qgea-i56i
317498020,109,QUEENS,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-12-14T13:15:00,SOCRATA_qgea-i56i
317498021,109,QUEENS,FELONY,GRAND LARCENY,2025-12-14T09:25:00,SOCRATA_qgea-i56i
317501020,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-14T10:18:00,SOCRATA_qgea-i56i
317501021,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-14T14:45:00,SOCRATA_qgea-i56i
317501023,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-14T09:35:00,SOCRATA_qgea-i56i
317511658,109,QUEENS,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-12-14T21:18:00,SOCRATA_qgea-i56i
317512089,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-05T14:15:00,SOCRATA_qgea-i56i
317515281,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-10T14:30:00,SOCRATA_qgea-i56i
317515282,109,QUEENS,MISDEMEANOR,CRIMINAL TRESPASS,2025-12-10T19:00:00,SOCRATA_qgea-i56i
317516462,109,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,2025-12-13T21:25:00,SOCRATA_qgea-i56i
317516463,109,QUEENS,FELONY,GRAND LARCENY,2025-12-13T12:00:00,SOCRATA_qgea-i56i
317519711,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-12T22:00:00,SOCRATA_qgea-i56i
317519712,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-14T17:57:00,SOCRATA_qgea-i56i
317520098,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-04T08:24:00,SOCRATA_qgea-i56i
317520449,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-04T08:24:00,SOCRATA_qgea-i56i
317520450,109,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-12-13T20:02:00,SOCRATA_qgea-i56i
317537259,109,QUEENS,FELONY,DANGEROUS WEAPONS,2025-12-15T06:00:00,SOCRATA_qgea-i56i
317537260,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-14T16:17:00,SOCRATA_qgea-i56i
317537262,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-14T12:00:00,SOCRATA_qgea-i56i
317537263,109,QUEENS,FELONY,GRAND LARCENY,2025-10-31T08:30:00,SOCRATA_qgea-i56i
317537264,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-13T17:49:00,SOCRATA_qgea-i56i
317540146,109,QUEENS,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-12-15T10:25:00,SOCRATA_qgea-i56i
317542963,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-15T10:25:00,SOCRATA_qgea-i56i
317542964,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-15T16:25:00,SOCRATA_qgea-i56i
317545114,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-14T17:45:00,SOCRATA_qgea-i56i
317545115,109,QUEENS,MISDEMEANOR,ADMINISTRATIVE CODE,2025-12-14T17:00:00,SOCRATA_qgea-i56i
317545116,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-14T22:30:00,SOCRATA_qgea-i56i
317550158,109,QUEENS,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-12-12T15:25:00,SOCRATA_qgea-i56i
317550159,109,QUEENS,FELONY,SEX CRIMES,2025-12-13T15:00:00,SOCRATA_qgea-i56i
317553260,109,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,2025-12-15T10:10:00,SOCRATA_qgea-i56i
317554768,109,QUEENS,FELONY,GRAND LARCENY,2025-12-15T15:00:00,SOCRATA_qgea-i56i
317555076,109,QUEENS,MISDEMEANOR,SEX CRIMES,2025-12-12T00:00:00,SOCRATA_qgea-i56i
317555988,109,QUEENS,FELONY,FORGERY,2025-12-16T01:15:00,SOCRATA_qgea-i56i
317557055,109,QUEENS,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LAW),2025-12-12T11:55:00,SOCRATA_qgea-i56i
317561304,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-13T14:07:00,SOCRATA_qgea-i56i
317561305,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-15T16:04:00,SOCRATA_qgea-i56i
317561306,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-14T14:00:00,SOCRATA_qgea-i56i
317561716,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-14T14:00:00,SOCRATA_qgea-i56i
317561717,109,QUEENS,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-12-15T19:25:00,SOCRATA_qgea-i56i
317561718,109,QUEENS,FELONY,RAPE,2025-12-15T15:30:00,SOCRATA_qgea-i56i
317561719,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-15T05:30:00,SOCRATA_qgea-i56i
317561720,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-11-06T19:58:00,SOCRATA_qgea-i56i
317562148,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-04T14:35:00,SOCRATA_qgea-i56i
317562149,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-10T19:00:00,SOCRATA_qgea-i56i
317564423,109,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,2025-12-16T05:40:00,SOCRATA_qgea-i56i
317568165,109,QUEENS,FELONY,GRAND LARCENY OF MOTOR VEHICLE,2025-12-15T11:00:00,SOCRATA_qgea-i56i
317572906,109,QUEENS,FELONY,ROBBERY,2025-12-16T04:45:00,SOCRATA_qgea-i56i
317597746,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-16T14:30:00,SOCRATA_qgea-i56i
317597747,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-16T15:48:00,SOCRATA_qgea-i56i
317601596,109,QUEENS,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2025-12-16T13:30:00,SOCRATA_qgea-i56i
317601597,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-16T18:50:00,SOCRATA_qgea-i56i
317601598,109,QUEENS,FELONY,PROSTITUTION & RELATED OFFENSES,2025-12-16T18:50:00,SOCRATA_qgea-i56i
317603935,109,QUEENS,FELONY,PROSTITUTION & RELATED OFFENSES,2025-12-16T16:55:00,SOCRATA_qgea-i56i
317603936,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-16T18:00:00,SOCRATA_qgea-i56i
317606305,109,QUEENS,FELONY,ROBBERY,2025-12-14T19:00:00,SOCRATA_qgea-i56i
317606603,109,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-12-16T22:10:00,SOCRATA_qgea-i56i
317606604,109,QUEENS,MISDEMEANOR,OTHER OFFENSES RELATED TO THEFT,2025-12-16T21:50:00,SOCRATA_qgea-i56i
317615842,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-13T08:00:00,SOCRATA_qgea-i56i
317616104,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-12T16:09:00,SOCRATA_qgea-i56i
317623952,109,QUEENS,FELONY,GRAND LARCENY,2025-10-14T12:00:00,SOCRATA_qgea-i56i
317631693,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-16T08:45:00,SOCRATA_qgea-i56i
317631694,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-10T09:10:00,SOCRATA_qgea-i56i
317631695,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-16T09:13:00,SOCRATA_qgea-i56i
317634408,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-11T08:00:00,SOCRATA_qgea-i56i
317634409,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-08T11:00:00,SOCRATA_qgea-i56i
317634410,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-16T09:45:00,SOCRATA_qgea-i56i
317634411,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-16T09:00:00,SOCRATA_qgea-i56i
317637671,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-16T17:20:00,SOCRATA_qgea-i56i
317637673,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-17T12:57:00,SOCRATA_qgea-i56i
317637674,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-10-14T07:53:00,SOCRATA_qgea-i56i
317637677,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-10-16T06:37:00,SOCRATA_qgea-i56i
317641577,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-09-24T06:39:00,SOCRATA_qgea-i56i
317641578,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-09-21T09:33:00,SOCRATA_qgea-i56i
317641579,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-10-03T06:09:00,SOCRATA_qgea-i56i
317645490,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-10-21T06:40:00,SOCRATA_qgea-i56i
317645491,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-10-18T17:40:00,SOCRATA_qgea-i56i
317645492,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-15T14:00:00,SOCRATA_qgea-i56i
317645493,109,QUEENS,FELONY,GRAND LARCENY,2025-12-15T17:45:00,SOCRATA_qgea-i56i
317645494,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-17T14:30:00,SOCRATA_qgea-i56i
317645495,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-09-11T06:30:00,SOCRATA_qgea-i56i
317649152,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-10-01T17:30:00,SOCRATA_qgea-i56i
317649157,109,QUEENS,FELONY,FELONY ASSAULT,2025-12-17T16:00:00,SOCRATA_qgea-i56i
317658167,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-11-22T17:15:00,SOCRATA_qgea-i56i
317660451,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-11-29T21:30:00,SOCRATA_qgea-i56i
317662532,109,QUEENS,FELONY,ROBBERY,2025-12-17T21:30:00,SOCRATA_qgea-i56i
317662533,109,QUEENS,FELONY,FELONY ASSAULT,2025-12-17T21:00:00,SOCRATA_qgea-i56i
317663136,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-17T22:15:00,SOCRATA_qgea-i56i
317663440,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-08T11:56:00,SOCRATA_qgea-i56i
317663441,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-17T11:40:00,SOCRATA_qgea-i56i
317663442,109,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,2025-12-18T00:29:00,SOCRATA_qgea-i56i
317665093,109,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-12-17T13:15:00,SOCRATA_qgea-i56i
317670574,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-17T12:12:00,SOCRATA_qgea-i56i
317670575,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-14T08:16:00,SOCRATA_qgea-i56i
317671507,109,QUEENS,FELONY,BURGLARY,2025-12-18T04:50:00,SOCRATA_qgea-i56i
317671508,109,QUEENS,FELONY,BURGLARY,2025-12-18T05:35:00,SOCRATA_qgea-i56i
317679321,109,QUEENS,FELONY,GRAND LARCENY OF MOTOR VEHICLE,2025-12-17T19:30:00,SOCRATA_qgea-i56i
317682289,109,QUEENS,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2025-12-18T08:55:00,SOCRATA_qgea-i56i
317686599,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-11-02T17:00:00,SOCRATA_qgea-i56i
317686600,109,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-11-13T18:30:00,SOCRATA_qgea-i56i
317692283,109,QUEENS,FELONY,DANGEROUS DRUGS,2025-12-18T12:56:00,SOCRATA_qgea-i56i
317695131,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-11-27T15:00:00,SOCRATA_qgea-i56i
317711869,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-18T14:30:00,SOCRATA_qgea-i56i
317711871,109,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,2025-12-18T07:00:00,SOCRATA_qgea-i56i
317711872,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-18T15:00:00,SOCRATA_qgea-i56i
317711873,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-09T22:20:00,SOCRATA_qgea-i56i
317711874,109,QUEENS,FELONY,ROBBERY,2025-12-18T16:25:00,SOCRATA_qgea-i56i
317711876,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-17T18:30:00,SOCRATA_qgea-i56i
317711877,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-18T16:30:00,SOCRATA_qgea-i56i
317711878,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-18T18:10:00,SOCRATA_qgea-i56i
317711879,109,QUEENS,FELONY,GRAND LARCENY,2025-12-18T13:13:00,SOCRATA_qgea-i56i
317711880,109,QUEENS,FELONY,BURGLARY,2025-12-18T14:30:00,SOCRATA_qgea-i56i
317711881,109,QUEENS,FELONY,ROBBERY,2025-12-18T21:10:00,SOCRATA_qgea-i56i
317711882,109,QUEENS,FELONY,GRAND LARCENY,2025-12-18T15:30:00,SOCRATA_qgea-i56i
317712293,109,QUEENS,FELONY,FELONY ASSAULT,2025-12-18T18:00:00,SOCRATA_qgea-i56i
317712294,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-17T20:00:00,SOCRATA_qgea-i56i
317712295,109,QUEENS,MISDEMEANOR,SEX CRIMES,2025-12-17T20:00:00,SOCRATA_qgea-i56i
317712297,109,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,2025-12-18T20:00:00,SOCRATA_qgea-i56i
317712298,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-18T20:00:00,SOCRATA_qgea-i56i
317717507,109,QUEENS,FELONY,GRAND LARCENY,2025-12-18T21:53:00,SOCRATA_qgea-i56i
317722707,109,QUEENS,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,2025-12-18T21:23:00,SOCRATA_qgea-i56i
317729241,109,QUEENS,FELONY,GRAND LARCENY OF MOTOR VEHICLE,2025-12-19T04:00:00,SOCRATA_qgea-i56i
317730571,109,QUEENS,FELONY,GRAND LARCENY,2025-12-18T17:30:00,SOCRATA_qgea-i56i
317732606,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-17T19:30:00,SOCRATA_qgea-i56i
317734254,109,QUEENS,FELONY,GRAND LARCENY OF MOTOR VEHICLE,2025-12-19T06:35:00,SOCRATA_qgea-i56i
317734256,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-10-01T17:30:00,SOCRATA_qgea-i56i
317734257,109,QUEENS,FELONY,GRAND LARCENY,2025-12-17T21:00:00,SOCRATA_qgea-i56i
317737722,109,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,2025-12-10T12:00:00,SOCRATA_qgea-i56i
317739690,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-13T19:47:00,SOCRATA_qgea-i56i
317744669,109,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-12-19T13:45:00,SOCRATA_qgea-i56i
317744670,109,QUEENS,FELONY,BURGLARY,2025-12-19T10:00:00,SOCRATA_qgea-i56i
317747359,109,QUEENS,FELONY,BURGLARY,2025-12-19T17:15:00,SOCRATA_qgea-i56i
317750841,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-19T17:00:00,SOCRATA_qgea-i56i
317750842,109,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,2025-12-19T17:00:00,SOCRATA_qgea-i56i
317750843,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-19T18:12:00,SOCRATA_qgea-i56i
317750844,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-19T17:41:00,SOCRATA_qgea-i56i
317754326,109,QUEENS,FELONY,ROBBERY,2025-12-10T16:30:00,SOCRATA_qgea-i56i
317754327,109,QUEENS,FELONY,BURGLARY,2025-12-19T18:35:00,SOCRATA_qgea-i56i
317755771,109,QUEENS,FELONY,GRAND LARCENY,2025-12-15T15:00:00,SOCRATA_qgea-i56i
317757552,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-18T22:00:00,SOCRATA_qgea-i56i
317757553,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-18T22:00:00,SOCRATA_qgea-i56i
317759728,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-20T01:10:00,SOCRATA_qgea-i56i
317759729,109,QUEENS,FELONY,ROBBERY,2025-12-20T01:50:00,SOCRATA_qgea-i56i
317763914,109,QUEENS,FELONY,FELONY ASSAULT,2025-12-18T18:00:00,SOCRATA_qgea-i56i
317764325,109,QUEENS,FELONY,GRAND LARCENY OF MOTOR VEHICLE,2025-12-19T21:00:00,SOCRATA_qgea-i56i
317764689,109,QUEENS,FELONY,GRAND LARCENY,2025-12-19T23:00:00,SOCRATA_qgea-i56i
317766670,109,QUEENS,FELONY,BURGLARY,2025-12-20T06:00:00,SOCRATA_qgea-i56i
317771062,109,QUEENS,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-12-20T09:30:00,SOCRATA_qgea-i56i
317773062,109,QUEENS,FELONY,GRAND LARCENY,2025-12-18T09:00:00,SOCRATA_qgea-i56i
317773063,109,QUEENS,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-12-20T10:50:00,SOCRATA_qgea-i56i
317774108,109,QUEENS,FELONY,BURGLARY,2025-12-20T06:10:00,SOCRATA_qgea-i56i
317776677,109,QUEENS,FELONY,GRAND LARCENY OF MOTOR VEHICLE,2025-12-18T03:10:00,SOCRATA_qgea-i56i
317778201,109,QUEENS,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-12-20T14:17:00,SOCRATA_qgea-i56i
317782251,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-20T14:44:00,SOCRATA_qgea-i56i
317782252,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-19T13:49:00,SOCRATA_qgea-i56i
317782253,109,QUEENS,FELONY,FELONY ASSAULT,2025-12-20T14:00:00,SOCRATA_qgea-i56i
317782254,109,QUEENS,MISDEMEANOR,SEX CRIMES,2025-12-19T17:30:00,SOCRATA_qgea-i56i
317782255,109,QUEENS,MISDEMEANOR,SEX CRIMES,2025-12-19T17:30:00,SOCRATA_qgea-i56i
317787113,109,QUEENS,FELONY,GRAND LARCENY,2025-12-19T15:00:00,SOCRATA_qgea-i56i
317788462,109,QUEENS,FELONY,BURGLARY,2025-12-20T17:50:00,SOCRATA_qgea-i56i
317788463,109,QUEENS,FELONY,RAPE,2025-12-02T00:30:00,SOCRATA_qgea-i56i
317789673,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-16T20:00:00,SOCRATA_qgea-i56i
317792803,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-17T14:39:00,SOCRATA_qgea-i56i
317792995,109,QUEENS,MISDEMEANOR,OTHER OFFENSES RELATED TO THEFT,2025-12-17T22:40:00,SOCRATA_qgea-i56i
317793308,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-17T21:30:00,SOCRATA_qgea-i56i
317795130,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-17T09:00:00,SOCRATA_qgea-i56i
317795131,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-18T12:00:00,SOCRATA_qgea-i56i
317798779,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-18T14:10:00,SOCRATA_qgea-i56i
317799208,109,QUEENS,FELONY,RAPE,2025-12-20T18:00:00,SOCRATA_qgea-i56i
317799209,109,QUEENS,FELONY,FELONY ASSAULT,2025-12-21T03:00:00,SOCRATA_qgea-i56i
317806016,109,QUEENS,FELONY,GRAND LARCENY OF MOTOR VEHICLE,2025-12-20T15:00:00,SOCRATA_qgea-i56i
317808006,109,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,2025-10-14T19:11:00,SOCRATA_qgea-i56i
317808007,109,QUEENS,FELONY,GRAND LARCENY OF MOTOR VEHICLE,2025-12-20T22:00:00,SOCRATA_qgea-i56i
317809197,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-18T17:50:00,SOCRATA_qgea-i56i
317809198,109,QUEENS,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LAW),2025-12-21T10:30:00,SOCRATA_qgea-i56i
317809199,109,QUEENS,MISDEMEANOR,PETIT LARCENY OF MOTOR VEHICLE,2025-12-19T15:05:00,SOCRATA_qgea-i56i
317809200,109,QUEENS,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2025-12-21T11:40:00,SOCRATA_qgea-i56i
317810396,109,QUEENS,FELONY,BURGLARY,2025-12-20T16:00:00,SOCRATA_qgea-i56i
317810397,109,QUEENS,FELONY,GRAND LARCENY,2025-12-20T19:00:00,SOCRATA_qgea-i56i
317811919,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-20T23:30:00,SOCRATA_qgea-i56i
317813627,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-14T12:00:00,SOCRATA_qgea-i56i
317815693,109,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,2025-12-17T21:47:00,SOCRATA_qgea-i56i
317815694,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-16T19:07:00,SOCRATA_qgea-i56i
317817808,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-21T15:23:00,SOCRATA_qgea-i56i
317819633,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-19T10:45:00,SOCRATA_qgea-i56i
317819634,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-20T20:00:00,SOCRATA_qgea-i56i
317819635,109,QUEENS,FELONY,GRAND LARCENY,2025-12-20T15:05:00,SOCRATA_qgea-i56i
317819636,109,QUEENS,MISDEMEANOR,OTHER OFFENSES RELATED TO THEFT,2025-12-19T08:47:00,SOCRATA_qgea-i56i
317825094,109,QUEENS,FELONY,GRAND LARCENY OF MOTOR VEHICLE,2025-12-21T01:00:00,SOCRATA_qgea-i56i
317825095,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-21T17:36:00,SOCRATA_qgea-i56i
317826471,109,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2025-12-16T15:00:00,SOCRATA_qgea-i56i
317826472,109,QUEENS,MISDEMEANOR,PETIT LARCENY,2025-12-20T00:30:00,SOCRATA_qgea-i56i
317827903,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-21T18:00:00,SOCRATA_qgea-i56i
317827904,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-21T18:00:00,SOCRATA_qgea-i56i
317827906,109,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,2025-12-20T18:00:00,SOCRATA_qgea-i56i
317828119,109,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,2025-12-20T18:00:00,SOCRATA_qgea-i56i
317828341,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-19T19:00:00,SOCRATA_qgea-i56i
317828342,109,QUEENS,VIOLATION,HARRASSMENT 2,2025-12-18T17:18:00,SOCRATA_qgea-i56i
